id_orgao,codigo,disponivel,valor_congelado,despesa,valor_orcado
618004,,,,,
618005,,,,,
618015,,,,,
618124,,,,,
618216,,,,,
618280,,,,,
618293,,,,,
618390,,,,,
618397,,,,,
618412,,,,,
618513,,,,,
618519,,,,,
618590,,,,,
618662,,,,,
618665,,,,,
618667,,,,,
618875,,,,,
618914,,,,,
619001,,,,,
619341,,,,,
619410,,,,,
619461,,,,,
619921,,,,,
620081,,,,,
620200,,,,,
620473,,,,,
620801,,,,,
620819,,,,,
621345,,,,,
621370,,,,,
621433,,,,,
621436,,,,,
621441,,,,,
621475,,,,,
621531,,,,,
621580,,,,,
621696,,,,,
621722,,,,,
621881,,,,,
621952,,,,,
621971,,,,,
621998,,,,,
622096,,,,,
622278,,,,,
622374,,,,,
622392,,,,,
622430,,,,,
622442,,,,,
622639,,,,,
622686,,,,,
622701,,,,,
622859,,,,,
622935,,,,,
622976,,,,,
623180,,,,,
623314,,,,,
623433,,,,,
623438,,,,,
623496,,,,,
623537,,,,,
623554,,,,,
623579,,,,,
623687,,,,,
623924,,,,,
623948,,,,,
624014,,,,,
624152,,,,,
624178,,,,,
624197,,,,,
624344,,,,,
624499,,,,,
624556,,,,,
624586,,,,,
624591,,,,,
624751,,,,,
624763,,,,,
624773,,,,,
624946,,,,,
624981,,,,,
625034,,,,,
625075,,,,,
625191,,,,,
625291,,,,,
625306,,,,,
625349,,,,,
625361,,,,,
625394,,,,,
625406,,,,,
625536,,,,,
625548,,,,,
625566,,,,,
625588,,,,,
625753,,,,,
625794,,,,,
625977,,,,,
625995,,,,,
626103,,,,,
626128,,,,,
626198,,,,,
626231,,,,,
626259,,,,,
626326,,,,,
626419,,,,,
626448,,,,,
626473,,,,,
626530,,,,,
626537,,,,,
626539,,,,,
626644,,,,,
626700,,,,,
626765,,,,,
626778,,,,,
626801,,,,,
626828,,,,,
626878,,,,,
626881,,,,,
626890,,,,,
626987,,,,,
627022,,,,,
627026,,,,,
627061,,,,,
627067,,,,,
627126,,,,,
627145,,,,,
627176,,,,,
627247,,,,,
627307,,,,,
627417,,,,,
627442,,,,,
627468,,,,,
627521,,,,,
627524,,,,,
627595,,,,,
627620,,,,,
627622,,,,,
627679,,,,,
627692,,,,,
627717,,,,,
627860,,,,,
627886,,,,,
628004,,,,,
628034,,,,,
628038,,,,,
628058,,,,,
628098,,,,,
628114,,,,,
628117,,,,,
628140,,,,,
628143,,,,,
628152,,,,,
628174,,,,,
628307,,,,,
628361,,,,,
628370,,,,,
628443,,,,,
628476,,,,,
628561,,,,,
628720,,,,,
628803,,,,,
628837,,,,,
628841,,,,,
628846,,,,,
628925,,,,,
628972,,,,,
628995,,,,,
629022,,,,,
629096,,,,,
629163,,,,,
629182,,,,,
629244,,,,,
629267,,,,,
629291,,,,,
629303,,,,,
629414,,,,,
629540,,,,,
629541,,,,,
629603,,,,,
629692,,,,,
629693,,,,,
629739,,,,,
629873,,,,,
629881,,,,,
629938,,,,,
629993,,,,,
630013,,,,,
630015,,,,,
630045,,,,,
630083,,,,,
630168,,,,,
630177,,,,,
630264,,,,,
630326,,,,,
630452,,,,,
630479,,,,,
630488,,,,,
630634,,,,,
630653,,,,,
630654,,,,,
630655,,,,,
630671,,,,,
630734,,,,,
630759,,,,,
630804,,,,,
630830,,,,,
630854,,,,,
630859,,,,,
630868,,,,,
630891,,,,,
630912,,,,,
630924,,,,,
630937,,,,,
630966,,,,,
631023,,,,,
631075,,,,,
631099,,,,,
631104,,,,,
631235,,,,,
631247,,,,,
631300,,,,,
631311,,,,,
631327,,,,,
631467,,,,,
631473,,,,,
631673,,,,,
631680,,,,,
631719,,,,,
631765,,,,,
631853,,,,,
631860,,,,,
631880,,,,,
631884,,,,,
631913,,,,,
632019,,,,,
632044,,,,,
632078,,,,,
632114,,,,,
632124,,,,,
632143,,,,,
632258,,,,,
632306,,,,,
632316,,,,,
632339,,,,,
632363,,,,,
632379,,,,,
632380,,,,,
632402,,,,,
632513,,,,,
632544,,,,,
632588,,,,,
632620,,,,,
632623,,,,,
632691,,,,,
632698,,,,,
632705,,,,,
632840,,,,,
632848,,,,,
632895,,,,,
632929,,,,,
632947,,,,,
632991,,,,,
633047,,,,,
633077,,,,,
633157,,,,,
633179,,,,,
633205,,,,,
633219,,,,,
633221,,,,,
633238,,,,,
633292,,,,,
633303,,,,,
633319,,,,,
633328,,,,,
633388,,,,,
633411,,,,,
633504,,,,,
633505,,,,,
633625,,,,,
633691,,,,,
633717,,,,,
633745,,,,,
633756,,,,,
633773,,,,,
633840,,,,,
633924,,,,,
633983,,,,,
634057,,,,,
634070,,,,,
634111,,,,,
634114,,,,,
634139,,,,,
634155,,,,,
634165,,,,,
634209,,,,,
634260,,,,,
634343,,,,,
634426,,,,,
634427,,,,,
634429,,,,,
634430,,,,,
634431,,,,,
634435,,,,,
634479,,,,,
634500,,,,,
634536,,,,,
634539,,,,,
634616,,,,,
634635,,,,,
634636,,,,,
634784,,,,,
634820,,,,,
634859,,,,,
634919,,,,,
634924,,,,,
634999,,,,,
635034,,,,,
559876,,,,,
560399,,,,,
560496,,,,,
561009,,,,,
563823,,,,,
564632,,,,,
565109,,,,,
565373,,,,,
567629,,,,,
567859,,,,,
567873,,,,,
568954,,,,,
569065,,,,,
570264,,,,,
571050,,,,,
571190,,,,,
571316,,,,,
571844,,,,,
571962,,,,,
572154,,,,,
572367,,,,,
572716,,,,,
572832,,,,,
572870,,,,,
573549,,,,,
574028,,,,,
574671,,,,,
576159,,,,,
578754,,,,,
578764,,,,,
579081,,,,,
579376,,,,,
581520,,,,,
581598,,,,,
584184,,,,,
584842,,,,,
585454,,,,,
585921,,,,,
586592,,,,,
586917,,,,,
587600,,,,,
588145,,,,,
588913,,,,,
589016,,,,,
589029,,,,,
589449,,,,,
589454,,,,,
589548,,,,,
589565,,,,,
590018,,,,,
590508,,,,,
590970,,,,,
591111,,,,,
591550,,,,,
592766,,,,,
592939,,,,,
594136,,,,,
594374,,,,,
594636,,,,,
594909,,,,,
595935,,,,,
595978,,,,,
596482,,,,,
596601,,,,,
596699,,,,,
597234,,,,,
597426,,,,,
597495,,,,,
597662,,,,,
598113,,,,,
598571,,,,,
598642,,,,,
598713,,,,,
599048,,,,,
599398,,,,,
599740,,,,,
599812,,,,,
600292,,,,,
600388,,,,,
600702,,,,,
601375,,,,,
601560,,,,,
601735,,,,,
602681,,,,,
602818,,,,,
602854,,,,,
602862,,,,,
603111,,,,,
603163,,,,,
603539,,,,,
603694,,,,,
603848,,,,,
603972,,,,,
604174,,,,,
604293,,,,,
604338,,,,,
604698,,,,,
605312,,,,,
605475,,,,,
605493,,,,,
606713,,,,,
606870,,,,,
606976,,,,,
606977,,,,,
607453,,,,,
607896,,,,,
607899,,,,,
608864,,,,,
608891,,,,,
609891,,,,,
610094,,,,,
610272,,,,,
610273,,,,,
610771,,,,,
610775,,,,,
610992,,,,,
611185,,,,,
611350,,,,,
611517,,,,,
611542,,,,,
611595,,,,,
611635,,,,,
611763,,,,,
611813,,,,,
612248,,,,,
612528,,,,,
612530,,,,,
612535,,,,,
612538,,,,,
612539,,,,,
612540,,,,,
612542,,,,,
612543,,,,,
612545,,,,,
612547,,,,,
612549,,,,,
612740,,,,,
612880,,,,,
612982,,,,,
613255,,,,,
613461,,,,,
613464,,,,,
613593,,,,,
613630,,,,,
613677,,,,,
613865,,,,,
613900,,,,,
613928,,,,,
613952,,,,,
614163,,,,,
614181,,,,,
614381,,,,,
614733,,,,,
614764,,,,,
614801,,,,,
614812,,,,,
614887,,,,,
615225,,,,,
615241,,,,,
615426,,,,,
615439,,,,,
616383,,,,,
616646,,,,,
616688,,,,,
616789,,,,,
616794,,,,,
616909,,,,,
616913,,,,,
617014,,,,,
617018,,,,,
617201,,,,,
617318,,,,,
617382,,,,,
617534,,,,,
617678,,,,,
617734,,,,,
617740,,,,,
617751,,,,,
617805,,,,,
617829,,,,,
617868,,,,,
617965,,,,,
617976,,,,,
617998,,,,,
618004,,,,,
618005,,,,,
618015,,,,,
618124,,,,,
618216,,,,,
618280,,,,,
618293,,,,,
618390,,,,,
618397,,,,,
618412,,,,,
618513,,,,,
618519,,,,,
618590,,,,,
618662,,,,,
618665,,,,,
618667,,,,,
618875,,,,,
618914,,,,,
619341,,,,,
619410,,,,,
619461,,,,,
620081,,,,,
620200,,,,,
620277,,,,,
620473,,,,,
620801,,,,,
620819,,,,,
621345,,,,,
621436,,,,,
621441,,,,,
621475,,,,,
621531,,,,,
621580,,,,,
621696,,,,,
621722,,,,,
621881,,,,,
621952,,,,,
621971,,,,,
621998,,,,,
622096,,,,,
622278,,,,,
622374,,,,,
622430,,,,,
622442,,,,,
622639,,,,,
622686,,,,,
622859,,,,,
622935,,,,,
622976,,,,,
623180,,,,,
623314,,,,,
623433,,,,,
623438,,,,,
623496,,,,,
623537,,,,,
623554,,,,,
623579,,,,,
623687,,,,,
623924,,,,,
623948,,,,,
624178,,,,,
624197,,,,,
624344,,,,,
624499,,,,,
624556,,,,,
624586,,,,,
624591,,,,,
624751,,,,,
624763,,,,,
624773,,,,,
624946,,,,,
624981,,,,,
625075,,,,,
625191,,,,,
625291,,,,,
625303,,,,,
625306,,,,,
625349,,,,,
625361,,,,,
625406,,,,,
625536,,,,,
625548,,,,,
625566,,,,,
625588,,,,,
625753,,,,,
625794,,,,,
625977,,,,,
626103,,,,,
626128,,,,,
626198,,,,,
626231,,,,,
626259,,,,,
626326,,,,,
626419,,,,,
626448,,,,,
626473,,,,,
626530,,,,,
626537,,,,,
626644,,,,,
626765,,,,,
626778,,,,,
626828,,,,,
626878,,,,,
626881,,,,,
626890,,,,,
626987,,,,,
627022,,,,,
627061,,,,,
627067,,,,,
627126,,,,,
627145,,,,,
627247,,,,,
627307,,,,,
627417,,,,,
627442,,,,,
627468,,,,,
627521,,,,,
627524,,,,,
627595,,,,,
627620,,,,,
627622,,,,,
627679,,,,,
627692,,,,,
627717,,,,,
627860,,,,,
627886,,,,,
628004,,,,,
628034,,,,,
628038,,,,,
628058,,,,,
628098,,,,,
628114,,,,,
628117,,,,,
628140,,,,,
628141,,,,,
628143,,,,,
628152,,,,,
628174,,,,,
628307,,,,,
628361,,,,,
628370,,,,,
628443,,,,,
628476,,,,,
628561,,,,,
628720,,,,,
628803,,,,,
628837,,,,,
628841,,,,,
628846,,,,,
628925,,,,,
628972,,,,,
628995,,,,,
629022,,,,,
629096,,,,,
629163,,,,,
629244,,,,,
629267,,,,,
629291,,,,,
629303,,,,,
629414,,,,,
629540,,,,,
629541,,,,,
629603,,,,,
629692,,,,,
629693,,,,,
629739,,,,,
629873,,,,,
629881,,,,,
629938,,,,,
629993,,,,,
630013,,,,,
630015,,,,,
630045,,,,,
630083,,,,,
630177,,,,,
630264,,,,,
630326,,,,,
630452,,,,,
630479,,,,,
630488,,,,,
630634,,,,,
630653,,,,,
630654,,,,,
630655,,,,,
630671,,,,,
630734,,,,,
630759,,,,,
630830,,,,,
630854,,,,,
630859,,,,,
630891,,,,,
630912,,,,,
630924,,,,,
630937,,,,,
630966,,,,,
631023,,,,,
631099,,,,,
631104,,,,,
631111,,,,,
631235,,,,,
631247,,,,,
631300,,,,,
631311,,,,,
631327,,,,,
631467,,,,,
631473,,,,,
631673,,,,,
631680,,,,,
631719,,,,,
631765,,,,,
631853,,,,,
631860,,,,,
631880,,,,,
631884,,,,,
631913,,,,,
632019,,,,,
632044,,,,,
632078,,,,,
632114,,,,,
632143,,,,,
632258,,,,,
632306,,,,,
632316,,,,,
632339,,,,,
632363,,,,,
632379,,,,,
632380,,,,,
632402,,,,,
632513,,,,,
632544,,,,,
632588,,,,,
632620,,,,,
632623,,,,,
632691,,,,,
632698,,,,,
632705,,,,,
632840,,,,,
632848,,,,,
632895,,,,,
632929,,,,,
632947,,,,,
632991,,,,,
633047,,,,,
633077,,,,,
633157,,,,,
633179,,,,,
633205,,,,,
633219,,,,,
633221,,,,,
633238,,,,,
633303,,,,,
633319,,,,,
633328,,,,,
633388,,,,,
633504,,,,,
633505,,,,,
633625,,,,,
633691,,,,,
633717,,,,,
633745,,,,,
633756,,,,,
633773,,,,,
633924,,,,,
633983,,,,,
634070,,,,,
634111,,,,,
634139,,,,,
634155,,,,,
634165,,,,,
634209,,,,,
634245,,,,,
634260,,,,,
634343,,,,,
634426,,,,,
634427,,,,,
634429,,,,,
634430,,,,,
634431,,,,,
634435,,,,,
634479,,,,,
634500,,,,,
634536,,,,,
634539,,,,,
634616,,,,,
634636,,,,,
634820,,,,,
634859,,,,,
634919,,,,,
634924,,,,,
634999,,,,,
635034,,,,,
1072259,,,,,
1340760,,,,,
1398489,,,,,
1425806,,,,,
1465407,,,,,
1526059,,,,,
1578222,,,,,
1615392,,,,,
1627052,,,,,
1641117,,,,,
1683803,,,,,
1738364,,,,,
1744817,,,,,
1757662,,,,,
1768223,,,,,
1875728,,,,,
1919240,,,,,
1928947,,,,,
1933534,,,,,
1939193,,,,,
1999952,,,,,
2010245,,,,,
2025233,,,,,
2074627,,,,,
2095576,,,,,
2097046,,,,,
2114529,,,,,
2131008,,,,,
2164266,,,,,
2176759,,,,,
2186992,,,,,
2222615,,,,,
2242595,,,,,
2242732,,,,,
2244285,,,,,
2256318,,,,,
2257112,,,,,
2264054,,,,,
2270880,,,,,
2299808,,,,,
2306016,,,,,
2327494,,,,,
2337362,,,,,
2345438,,,,,
2383307,,,,,
2410519,,,,,
2426332,,,,,
2437930,,,,,
2481482,,,,,
2492219,,,,,
2492787,,,,,
2516163,,,,,
2523915,,,,,
2532785,,,,,
2545629,,,,,
2554552,,,,,
2561313,,,,,
2561862,,,,,
2564619,,,,,
2569942,,,,,
2581536,,,,,
2581654,,,,,
2589352,,,,,
2604975,,,,,
2606636,,,,,
2606890,,,,,
2616978,,,,,
2620930,,,,,
2659650,,,,,
2661827,,,,,
2666213,,,,,
2666831,,,,,
2674773,,,,,
2681270,,,,,
2689210,,,,,
2697630,,,,,
2697885,,,,,
26211,,,,,
27189,,,,,
27683,,,,,
28897,,,,,
36347,,,,,
39882,,,,,
42746,,,,,
46148,,,,,
48635,,,,,
53136,,,,,
53709,,,,,
72114,,,,,
74521,,,,,
77845,,,,,
77998,,,,,
83603,,,,,
84299,,,,,
99670,,,,,
108207,,,,,
108822,,,,,
116621,,,,,
117510,,,,,
128132,,,,,
128968,,,,,
130992,,,,,
131538,,,,,
132157,,,,,
132477,,,,,
133104,,,,,
133322,,,,,
134847,,,,,
134851,,,,,
136054,,,,,
141430,,,,,
152626,,,,,
153611,,,,,
155158,,,,,
160472,,,,,
163332,,,,,
167106,,,,,
178179,,,,,
179081,,,,,
183429,,,,,
190418,,,,,
190930,,,,,
191590,,,,,
195515,,,,,
197538,,,,,
203568,,,,,
227297,,,,,
228138,,,,,
228258,,,,,
228729,,,,,
232286,,,,,
234796,,,,,
237182,,,,,
239345,,,,,
242254,,,,,
242998,,,,,
244961,,,,,
251375,,,,,
255878,,,,,
256740,,,,,
257104,,,,,
258737,,,,,
260062,,,,,
261265,,,,,
266536,,,,,
269730,,,,,
277577,,,,,
278155,,,,,
279755,,,,,
282806,,,,,
293454,,,,,
295741,,,,,
296904,,,,,
297014,,,,,
305876,,,,,
305918,,,,,
313243,,,,,
313756,,,,,
315025,,,,,
315850,,,,,
317394,,,,,
318068,,,,,
319042,,,,,
321096,,,,,
324948,,,,,
325089,,,,,
327616,,,,,
329895,,,,,
331107,,,,,
338958,,,,,
339728,,,,,
339824,,,,,
342125,,,,,
342234,,,,,
344409,,,,,
344451,,,,,
345442,,,,,
348855,,,,,
351181,,,,,
353979,,,,,
356371,,,,,
362661,,,,,
365860,,,,,
367510,,,,,
367898,,,,,
368675,,,,,
371168,,,,,
378809,,,,,
379042,,,,,
382857,,,,,
383921,,,,,
388697,,,,,
391114,,,,,
392207,,,,,
395188,,,,,
398439,,,,,
400252,,,,,
402449,,,,,
402502,,,,,
402806,,,,,
404170,,,,,
405192,,,,,
405775,,,,,
407500,,,,,
408353,,,,,
409651,,,,,
410199,,,,,
410666,,,,,
412695,,,,,
413200,,,,,
414258,,,,,
416302,,,,,
417184,,,,,
418218,,,,,
419284,,,,,
420042,,,,,
422530,,,,,
422697,,,,,
423648,,,,,
429015,,,,,
431987,,,,,
435446,,,,,
436481,,,,,
436590,,,,,
438796,,,,,
439433,,,,,
439633,,,,,
439896,,,,,
440559,,,,,
443007,,,,,
444574,,,,,
445947,,,,,
465175,,,,,
465421,,,,,
466347,,,,,
466576,,,,,
467582,,,,,
469977,,,,,
472120,,,,,
475811,,,,,
477588,,,,,
477812,,,,,
479061,,,,,
481210,,,,,
482843,,,,,
483389,,,,,
483975,,,,,
484075,,,,,
484223,,,,,
484675,,,,,
485312,,,,,
485780,,,,,
487168,,,,,
487314,,,,,
488386,,,,,
488524,,,,,
489137,,,,,
491011,,,,,
493760,,,,,
494433,,,,,
494818,,,,,
498006,,,,,
498266,,,,,
498828,,,,,
499813,,,,,
502501,,,,,
502993,,,,,
503154,,,,,
503183,,,,,
505017,,,,,
506038,,,,,
509292,,,,,
510142,,,,,
510420,,,,,
511350,,,,,
511912,,,,,
512236,,,,,
513701,,,,,
516634,,,,,
516770,,,,,
517274,,,,,
517277,,,,,
518210,,,,,
518359,,,,,
524296,,,,,
526303,,,,,
526821,,,,,
530196,,,,,
532413,,,,,
533217,,,,,
536636,,,,,
537703,,,,,
537938,,,,,
539444,,,,,
539922,,,,,
542287,,,,,
542557,,,,,
543686,,,,,
544108,,,,,
544271,,,,,
544593,,,,,
545119,,,,,
545637,,,,,
545741,,,,,
546071,,,,,
546627,,,,,
546961,,,,,
547128,,,,,
547413,,,,,
547506,,,,,
547680,,,,,
547884,,,,,
548424,,,,,
550038,,,,,
550097,,,,,
550903,,,,,
550925,,,,,
552284,,,,,
552395,,,,,
552648,,,,,
553160,,,,,
554881,,,,,
555929,,,,,
556140,,,,,
556492,,,,,
557469,,,,,
557650,,,,,
558105,,,,,
558121,,,,,
26211,,,,,
27189,,,,,
27683,,,,,
28897,,,,,
42746,,,,,
46148,,,,,
48635,,,,,
53136,,,,,
53709,,,,,
72114,,,,,
74521,,,,,
83603,,,,,
84299,,,,,
99670,,,,,
108207,,,,,
108822,,,,,
116621,,,,,
117510,,,,,
128132,,,,,
128968,,,,,
130992,,,,,
131538,,,,,
132157,,,,,
132477,,,,,
133104,,,,,
133322,,,,,
134847,,,,,
134851,,,,,
136054,,,,,
141430,,,,,
152626,,,,,
155158,,,,,
160472,,,,,
167106,,,,,
178179,,,,,
179081,,,,,
183429,,,,,
190418,,,,,
195515,,,,,
227297,,,,,
228258,,,,,
228729,,,,,
232286,,,,,
234796,,,,,
239345,,,,,
242254,,,,,
242998,,,,,
244961,,,,,
251375,,,,,
255878,,,,,
256740,,,,,
269730,,,,,
277577,,,,,
278155,,,,,
279755,,,,,
282806,,,,,
295741,,,,,
296904,,,,,
297014,,,,,
305876,,,,,
313243,,,,,
313756,,,,,
315025,,,,,
315850,,,,,
317394,,,,,
318068,,,,,
319042,,,,,
321096,,,,,
325089,,,,,
327616,,,,,
338958,,,,,
339728,,,,,
339824,,,,,
342125,,,,,
342234,,,,,
344451,,,,,
345442,,,,,
348855,,,,,
351181,,,,,
353979,,,,,
356371,,,,,
362661,,,,,
365860,,,,,
367898,,,,,
368675,,,,,
371168,,,,,
378809,,,,,
379042,,,,,
383921,,,,,
388697,,,,,
391114,,,,,
398439,,,,,
400252,,,,,
402449,,,,,
402502,,,,,
402806,,,,,
404170,,,,,
405192,,,,,
405775,,,,,
407500,,,,,
408105,,,,,
408353,,,,,
409651,,,,,
410199,,,,,
412695,,,,,
413200,,,,,
414258,,,,,
416302,,,,,
417184,,,,,
418218,,,,,
419284,,,,,
420042,,,,,
422530,,,,,
422626,,,,,
422697,,,,,
429015,,,,,
431987,,,,,
435446,,,,,
436481,,,,,
436590,,,,,
438796,,,,,
439433,,,,,
439633,,,,,
439896,,,,,
440559,,,,,
443007,,,,,
444574,,,,,
445947,,,,,
465175,,,,,
465421,,,,,
466576,,,,,
467582,,,,,
469977,,,,,
470619,,,,,
472120,,,,,
475811,,,,,
477588,,,,,
477812,,,,,
478073,,,,,
479061,,,,,
482843,,,,,
483389,,,,,
483975,,,,,
484075,,,,,
484223,,,,,
484675,,,,,
485312,,,,,
485780,,,,,
487168,,,,,
487314,,,,,
488386,,,,,
488524,,,,,
489137,,,,,
491011,,,,,
492088,,,,,
493760,,,,,
494433,,,,,
498006,,,,,
498266,,,,,
498828,,,,,
499813,,,,,
502501,,,,,
502993,,,,,
503154,,,,,
503183,,,,,
505017,,,,,
506038,,,,,
509292,,,,,
510142,,,,,
510420,,,,,
511350,,,,,
511912,,,,,
513701,,,,,
516634,,,,,
516770,,,,,
518210,,,,,
518359,,,,,
524296,,,,,
526303,,,,,
526821,,,,,
532413,,,,,
533217,,,,,
536636,,,,,
537703,,,,,
537938,,,,,
539444,,,,,
539922,,,,,
542287,,,,,
542557,,,,,
543686,,,,,
544271,,,,,
544593,,,,,
545119,,,,,
545637,,,,,
545741,,,,,
546071,,,,,
546627,,,,,
546961,,,,,
547506,,,,,
547680,,,,,
547884,,,,,
548424,,,,,
549792,,,,,
550038,,,,,
550097,,,,,
550903,,,,,
550925,,,,,
552284,,,,,
552395,,,,,
552648,,,,,
554881,,,,,
555929,,,,,
556140,,,,,
556492,,,,,
557469,,,,,
557650,,,,,
558105,,,,,
558121,,,,,
559876,,,,,
560399,,,,,
560496,,,,,
563823,,,,,
564632,,,,,
565109,,,,,
565373,,,,,
567629,,,,,
567859,,,,,
567873,,,,,
568954,,,,,
571050,,,,,
571190,,,,,
571316,,,,,
571844,,,,,
571962,,,,,
572154,,,,,
572367,,,,,
572716,,,,,
572832,,,,,
572870,,,,,
573549,,,,,
574028,,,,,
574671,,,,,
576159,,,,,
578754,,,,,
578764,,,,,
579081,,,,,
579376,,,,,
581520,,,,,
581598,,,,,
584184,,,,,
584842,,,,,
585454,,,,,
585921,,,,,
586592,,,,,
586917,,,,,
587600,,,,,
588145,,,,,
589016,,,,,
589449,,,,,
589454,,,,,
589548,,,,,
589565,,,,,
590018,,,,,
590508,,,,,
590970,,,,,
591111,,,,,
591550,,,,,
592766,,,,,
594136,,,,,
594374,,,,,
594636,,,,,
594909,,,,,
595935,,,,,
595978,,,,,
596482,,,,,
596601,,,,,
596699,,,,,
597234,,,,,
597662,,,,,
598113,,,,,
598571,,,,,
598642,,,,,
598713,,,,,
599048,,,,,
599398,,,,,
599740,,,,,
600292,,,,,
600388,,,,,
600702,,,,,
601375,,,,,
601560,,,,,
601735,,,,,
602681,,,,,
602818,,,,,
602854,,,,,
602862,,,,,
603111,,,,,
603163,,,,,
603539,,,,,
603694,,,,,
603848,,,,,
603972,,,,,
604174,,,,,
604293,,,,,
604338,,,,,
604698,,,,,
605312,,,,,
605475,,,,,
605493,,,,,
606713,,,,,
606870,,,,,
606976,,,,,
606977,,,,,
607453,,,,,
607896,,,,,
607899,,,,,
608891,,,,,
609891,,,,,
610094,,,,,
610272,,,,,
610273,,,,,
610771,,,,,
610775,,,,,
610992,,,,,
611350,,,,,
611542,,,,,
611595,,,,,
611635,,,,,
611763,,,,,
611813,,,,,
612248,,,,,
612528,,,,,
612530,,,,,
612535,,,,,
612538,,,,,
612539,,,,,
612540,,,,,
612542,,,,,
612543,,,,,
612545,,,,,
612547,,,,,
612549,,,,,
612740,,,,,
612982,,,,,
613255,,,,,
613461,,,,,
613464,,,,,
613593,,,,,
613630,,,,,
613865,,,,,
613900,,,,,
613928,,,,,
613952,,,,,
614163,,,,,
614181,,,,,
614764,,,,,
614801,,,,,
614812,,,,,
614887,,,,,
615225,,,,,
615241,,,,,
615439,,,,,
616383,,,,,
616646,,,,,
616688,,,,,
616789,,,,,
616794,,,,,
616909,,,,,
617014,,,,,
617018,,,,,
617201,,,,,
617318,,,,,
617382,,,,,
617534,,,,,
617678,,,,,
617740,,,,,
617751,,,,,
617805,,,,,
617829,,,,,
617868,,,,,
617965,,,,,
617976,,,,,
617998,,,,,
618004,,,,,
618005,,,,,
618015,,,,,
618124,,,,,
618216,,,,,
618280,,,,,
618293,,,,,
618390,,,,,
618397,,,,,
618412,,,,,
618513,,,,,
618519,,,,,
618590,,,,,
618662,,,,,
618665,,,,,
618875,,,,,
618914,,,,,
619341,,,,,
619410,,,,,
619461,,,,,
620081,,,,,
620200,,,,,
620473,,,,,
620801,,,,,
620819,,,,,
621345,,,,,
621436,,,,,
621441,,,,,
621475,,,,,
621531,,,,,
621696,,,,,
621722,,,,,
621881,,,,,
621952,,,,,
621971,,,,,
621998,,,,,
622096,,,,,
622278,,,,,
622374,,,,,
622392,,,,,
622430,,,,,
622442,,,,,
622686,,,,,
622701,,,,,
622859,,,,,
622935,,,,,
622976,,,,,
623180,,,,,
623314,,,,,
623438,,,,,
623496,,,,,
623537,,,,,
623579,,,,,
623687,,,,,
623924,,,,,
623948,,,,,
624178,,,,,
624197,,,,,
624344,,,,,
624499,,,,,
624556,,,,,
624586,,,,,
624591,,,,,
624751,,,,,
624763,,,,,
624773,,,,,
624946,,,,,
624981,,,,,
625075,,,,,
625191,,,,,
625291,,,,,
625303,,,,,
625306,,,,,
625349,,,,,
625406,,,,,
625536,,,,,
625548,,,,,
625566,,,,,
625588,,,,,
625753,,,,,
625794,,,,,
625977,,,,,
626103,,,,,
626128,,,,,
626198,,,,,
626231,,,,,
626259,,,,,
626326,,,,,
626419,,,,,
626448,,,,,
626473,,,,,
626530,,,,,
626644,,,,,
626765,,,,,
626778,,,,,
626828,,,,,
626878,,,,,
626881,,,,,
626890,,,,,
626987,,,,,
627022,,,,,
627061,,,,,
627067,,,,,
627145,,,,,
627247,,,,,
627307,,,,,
627417,,,,,
627442,,,,,
627468,,,,,
627521,,,,,
627595,,,,,
627620,,,,,
627622,,,,,
627679,,,,,
627692,,,,,
627717,,,,,
627860,,,,,
627886,,,,,
628004,,,,,
628034,,,,,
628038,,,,,
628058,,,,,
628098,,,,,
628114,,,,,
628117,,,,,
628140,,,,,
628143,,,,,
628152,,,,,
628174,,,,,
628307,,,,,
628361,,,,,
628370,,,,,
628443,,,,,
628476,,,,,
628561,,,,,
628720,,,,,
628803,,,,,
628841,,,,,
628846,,,,,
628925,,,,,
628972,,,,,
628995,,,,,
629022,,,,,
629096,,,,,
629244,,,,,
629291,,,,,
629303,,,,,
629414,,,,,
629540,,,,,
629541,,,,,
629603,,,,,
629692,,,,,
629693,,,,,
629739,,,,,
629873,,,,,
629881,,,,,
629938,,,,,
630013,,,,,
630015,,,,,
630045,,,,,
630083,,,,,
630177,,,,,
630264,,,,,
630326,,,,,
630452,,,,,
630479,,,,,
630488,,,,,
630634,,,,,
630653,,,,,
630654,,,,,
630655,,,,,
630671,,,,,
630734,,,,,
630830,,,,,
630854,,,,,
630859,,,,,
630891,,,,,
630912,,,,,
630924,,,,,
630937,,,,,
630966,,,,,
631023,,,,,
631099,,,,,
631104,,,,,
631235,,,,,
631247,,,,,
631300,,,,,
631311,,,,,
631327,,,,,
631467,,,,,
631473,,,,,
631673,,,,,
631680,,,,,
631719,,,,,
631765,,,,,
631853,,,,,
631860,,,,,
631880,,,,,
631884,,,,,
631913,,,,,
632044,,,,,
632078,,,,,
632114,,,,,
632258,,,,,
632306,,,,,
632316,,,,,
632339,,,,,
632363,,,,,
632379,,,,,
632380,,,,,
632402,,,,,
632513,,,,,
632544,,,,,
632588,,,,,
632620,,,,,
632623,,,,,
632691,,,,,
632698,,,,,
632705,,,,,
632840,,,,,
632848,,,,,
632895,,,,,
632929,,,,,
632947,,,,,
632991,,,,,
633047,,,,,
633077,,,,,
633157,,,,,
633179,,,,,
633219,,,,,
633238,,,,,
633303,,,,,
633319,,,,,
633328,,,,,
